tanggal,wilayah,waktu,cuaca,kelembaban_persen,suhu_derajat_celcius
2018-11-23,Kepulauan Seribu,Siang,Berawan, 70 – 95,24 – 34
2018-11-23,Jakarta Pusat,Siang,Berawan, 70 – 95,24 – 34
2018-11-23,Jakarta Utara,Siang,Berawan, 70 – 95,24 – 34
2018-11-23,Jakarta Timur,Malam,Cerah Berawan, 70 – 95,24 – 34
2018-11-23,Jakarta Barat,Malam,Cerah Berawan, 70 – 95,24 – 34
2018-11-23,Jakarta Selatan,Malam,Cerah Berawan, 70 – 95,24 – 34
2018-11-23,Kepulauan Seribu,Malam,Cerah Berawan, 70 – 95,24 – 34
2018-11-23,Jakarta Pusat,Malam,Cerah Berawan, 70 – 95,24 – 34
2018-11-23,Jakarta Utara,Malam,Cerah Berawan, 70 – 95,24 – 34
2018-11-23,Jakarta Timur,Dini Hari,Berawan, 70 – 95,24 – 34
2018-11-23,Jakarta Barat,Dini Hari,Berawan, 70 – 95,24 – 34
2018-11-23,Jakarta Selatan,Dini Hari,Berawan, 70 – 95,24 – 34
2018-11-23,Kepulauan Seribu,Dini Hari,Berawan, 70 – 95,24 – 34
2018-11-23,Jakarta Pusat,Dini Hari,Berawan, 70 – 95,24 – 34
2018-11-23,Jakarta Utara,Dini Hari,Berawan, 70 – 95,24 – 34
2018-11-24,Jakarta Timur,Pagi,Berawan, 70 – 90,24 – 33
2018-11-24,Jakarta Barat,Pagi,Berawan, 70 – 90,24 – 33
2018-11-24,Jakarta Selatan,Pagi,Berawan, 70 – 90,24 – 33
2018-11-24,Kepulauan Seribu,Pagi,Cerah Berawan, 70 – 90,24 – 33
2018-11-24,Jakarta Pusat,Pagi,Cerah Berawan, 70 – 90,24 – 33
2018-11-24,Jakarta Utara,Pagi,Cerah Berawan, 70 – 90,24 – 33
2018-11-24,Jakarta Timur,Siang,Cerah, 70 – 90,24 – 33
2018-11-24,Jakarta Barat,Siang,Cerah Berawan, 70 – 90,24 – 33
2018-11-24,Jakarta Selatan,Siang,Hujan Lokal, 70 – 90,24 – 33
2018-11-24,Kepulauan Seribu,Siang,Cerah, 70 – 90,24 – 33
2018-11-24,Jakarta Pusat,Siang,Cerah, 70 – 90,24 – 33
2018-11-24,Jakarta Utara,Siang,Cerah, 70 – 90,24 – 33
2018-11-24,Jakarta Timur,Malam,Cerah Berawan, 70 – 90,24 – 33
2018-11-24,Jakarta Barat,Malam,Cerah Berawan, 70 – 90,24 – 33
2018-11-24,Jakarta Selatan,Malam,Cerah Berawan, 70 – 90,24 – 33
2018-11-24,Kepulauan Seribu,Malam,Cerah, 70 – 90,24 – 33
2018-11-24,Jakarta Pusat,Malam,Cerah Berawan, 70 – 90,24 – 33
2018-11-24,Jakarta Utara,Malam,Cerah Berawan, 70 – 90,24 – 33
2018-11-24,Jakarta Timur,Dini Hari,Berawan, 70 – 90,24 – 33
2018-11-24,Jakarta Barat,Dini Hari,Cerah Berawan, 70 – 90,24 – 33
2018-11-24,Jakarta Selatan,Dini Hari,Berawan, 70 – 90,24 – 33
2018-11-24,Kepulauan Seribu,Dini Hari,Cerah Berawan, 70 – 90,24 – 33
2018-11-24,Jakarta Pusat,Dini Hari,Cerah Berawan, 70 – 90,24 – 33
2018-11-24,Jakarta Utara,Dini Hari,Cerah Berawan, 70 – 90,24 – 33
2018-11-25,Jakarta Timur,Pagi,Cerah Berawan, 70 – 95,24 – 34
2018-11-25,Jakarta Barat,Pagi,Cerah Berawan, 70 – 95,24 – 34
2018-11-25,Jakarta Selatan,Pagi,Cerah Berawan, 70 – 95,24 – 34
2018-11-25,Kepulauan Seribu,Pagi,Berawan, 70 – 95,24 – 34
2018-11-25,Jakarta Pusat,Pagi,Cerah Berawan, 70 – 95,24 – 34
2018-11-25,Jakarta Utara,Pagi,Cerah Berawan, 70 – 95,24 – 34
2018-11-25,Jakarta Timur,Siang,Hujan Lokal, 70 – 95,24 – 34
2018-11-25,Jakarta Barat,Siang,Berawan, 70 – 95,24 – 34
2018-11-25,Jakarta Selatan,Siang,Hujan Lokal, 70 – 95,24 – 34
2018-11-25,Kepulauan Seribu,Siang,Cerah Berawan, 70 – 95,24 – 34
2018-11-25,Jakarta Pusat,Siang,Berawan, 70 – 95,24 – 34
2018-11-25,Jakarta Utara,Siang,Cerah Berawan, 70 – 95,24 – 34
2018-11-25,Jakarta Timur,Malam,Hujan Lokal, 70 – 95,24 – 34
2018-11-25,Jakarta Barat,Malam,Hujan Lokal, 70 – 95,24 – 34
2018-11-25,Jakarta Selatan,Malam,Hujan Lokal, 70 – 95,24 – 34
2018-11-25,Kepulauan Seribu,Malam,Berawan, 70 – 95,24 – 34
2018-11-25,Jakarta Pusat,Malam,Hujan Lokal, 70 – 95,24 – 34
2018-11-25,Jakarta Utara,Malam,Berawan, 70 – 95,24 – 34
2018-11-25,Jakarta Timur,Dini Hari,Cerah Berawan, 70 – 95,24 – 34
2018-11-25,Jakarta Barat,Dini Hari,Cerah Berawan, 70 – 95,24 – 34
2018-11-25,Jakarta Selatan,Dini Hari,Cerah Berawan, 70 – 95,24 – 34
2018-11-25,Kepulauan Seribu,Dini Hari,Hujan Lokal, 70 – 95,24 – 34
2018-11-25,Jakarta Pusat,Dini Hari,Cerah Berawan, 70 – 95,24 – 34
2018-11-25,Jakarta Utara,Dini Hari,Berawan, 70 – 95,24 – 34
2018-11-26,Jakarta Timur,Pagi,Cerah Berawan, 70 – 95,24 – 33
2018-11-26,Jakarta Barat,Pagi,Cerah Berawan, 70 – 95,24 – 33
2018-11-26,Jakarta Selatan,Pagi,Cerah Berawan, 70 – 95,24 – 33
2018-11-26,Kepulauan Seribu,Pagi,Berawan, 70 – 95,24 – 33
2018-11-26,Jakarta Pusat,Pagi,Cerah Berawan, 70 – 95,24 – 33
2018-11-26,Jakarta Utara,Pagi,Cerah Berawan, 70 – 95,24 – 33
2018-11-26,Jakarta Timur,Siang,Hujan Petir, 70 – 95,24 – 33
2018-11-26,Jakarta Barat,Siang,Cerah Berawan, 70 – 95,24 – 33
2018-11-26,Jakarta Selatan,Siang,Hujan Petir, 70 – 95,24 – 33
2018-11-26,Kepulauan Seribu,Siang,Cerah Berawan, 70 – 95,24 – 33
2018-11-26,Jakarta Pusat,Siang,Cerah Berawan, 70 – 95,24 – 33
2018-11-26,Jakarta Utara,Siang,Cerah Berawan, 70 – 95,24 – 33
2018-11-26,Jakarta Timur,Malam,Berawan Tebal, 70 – 95,24 – 33
2018-11-26,Jakarta Barat,Malam,Hujan Lokal, 70 – 95,24 – 33
2018-11-26,Jakarta Selatan,Malam,Hujan Lokal, 70 – 95,24 – 33
2018-11-26,Kepulauan Seribu,Malam,Cerah Berawan, 70 – 95,24 – 33
2018-11-26,Jakarta Pusat,Malam,Berawan, 70 – 95,24 – 33
2018-11-26,Jakarta Utara,Malam,Cerah Berawan, 70 – 95,24 – 33
2018-11-26,Jakarta Timur,Dini Hari,Cerah Berawan, 70 – 95,24 – 33
2018-11-26,Jakarta Barat,Dini Hari,Berawan, 70 – 95,24 – 33
2018-11-26,Jakarta Selatan,Dini Hari,Cerah Berawan, 70 – 95,24 – 33
2018-11-26,Kepulauan Seribu,Dini Hari,Hujan Lokal, 70 – 95,24 – 33
2018-11-26,Jakarta Pusat,Dini Hari,Berawan, 70 – 95,24 – 33
2018-11-26,Jakarta Utara,Dini Hari,Berawan, 70 – 95,24 – 33
2018-11-27,Jakarta Timur,Pagi,Cerah Berawan, 70 – 90,23 – 32
2018-11-27,Jakarta Barat,Pagi,Cerah Berawan, 70 – 90,23 – 32
2018-11-27,Jakarta Selatan,Pagi,Cerah Berawan, 70 – 90,23 – 32
2018-11-27,Kepulauan Seribu,Pagi,Cerah Berawan, 70 – 90,23 – 32
2018-11-27,Jakarta Pusat,Pagi,Cerah Berawan, 70 – 90,23 – 32
2018-11-27,Jakarta Utara,Pagi,Cerah Berawan, 70 – 90,23 – 32
2018-11-27,Jakarta Timur,Siang,Hujan Petir, 70 – 90,23 – 32
2018-11-27,Jakarta Barat,Siang,Hujan Ringan, 70 – 90,23 – 32
2018-11-27,Jakarta Selatan,Siang,Hujan Petir, 70 – 90,23 – 32
2018-11-27,Kepulauan Seribu,Siang,Hujan Ringan, 70 – 90,23 – 32
2018-11-27,Jakarta Pusat,Siang,Hujan Sedang, 70 – 90,23 – 32
2018-11-27,Jakarta Utara,Siang,Hujan Ringan, 70 – 90,23 – 32
2018-11-27,Jakarta Timur,Malam,Hujan Sedang, 70 – 90,23 – 32
2018-11-27,Jakarta Barat,Malam,Hujan Ringan, 70 – 90,23 – 32
2018-11-27,Jakarta Selatan,Malam,Hujan Sedang, 70 – 90,23 – 32
2018-11-27,Kepulauan Seribu,Malam,Hujan Lokal, 70 – 90,23 – 32
2018-11-27,Jakarta Pusat,Malam,Hujan Ringan, 70 – 90,23 – 32
2018-11-27,Jakarta Utara,Malam,Hujan Ringan, 70 – 90,23 – 32
2018-11-27,Jakarta Timur,Dini Hari,Hujan Ringan, 70 – 90,23 – 32
2018-11-27,Jakarta Barat,Dini Hari,Hujan Ringan, 70 – 90,23 – 32
2018-11-27,Jakarta Selatan,Dini Hari,Hujan Ringan, 70 – 90,23 – 32
2018-11-27,Kepulauan Seribu,Dini Hari,Hujan Ringan, 70 – 90,23 – 32
2018-11-27,Jakarta Pusat,Dini Hari,Hujan Ringan, 70 – 90,23 – 32
2018-11-27,Jakarta Utara,Dini Hari,Hujan Ringan, 70 – 90,23 – 32
2018-11-28,Jakarta Timur,Pagi,Berawan, 70 – 90,23 – 33
2018-11-28,Jakarta Barat,Pagi,Cerah Berawan, 70 – 90,23 – 33
2018-11-28,Jakarta Selatan,Pagi,Berawan, 70 – 90,23 – 33
2018-11-28,Kepulauan Seribu,Pagi,Cerah Berawan, 70 – 90,23 – 33
2018-11-28,Jakarta Pusat,Pagi,Berawan, 70 – 90,23 – 33
2018-11-28,Jakarta Utara,Pagi,Berawan, 70 – 90,23 – 33
2018-11-28,Jakarta Timur,Siang,Hujan Lokal, 70 – 90,23 – 33
2018-11-28,Jakarta Barat,Siang,Berawan, 70 – 90,23 – 33
2018-11-28,Jakarta Selatan,Siang,Hujan Lokal, 70 – 90,23 – 33
2018-11-28,Kepulauan Seribu,Siang,Cerah Berawan, 70 – 90,23 – 33
2018-11-28,Jakarta Pusat,Siang,Berawan, 70 – 90,23 – 33
2018-11-28,Jakarta Utara,Siang,Berawan, 70 – 90,23 – 33
2018-11-28,Jakarta Timur,Malam,Hujan Ringan, 70 – 90,23 – 33
2018-11-28,Jakarta Barat,Malam,Hujan Lokal, 70 – 90,23 – 33
2018-11-28,Jakarta Selatan,Malam,Hujan Ringan, 70 – 90,23 – 33
2018-11-28,Kepulauan Seribu,Malam,Hujan Lokal, 70 – 90,23 – 33
2018-11-28,Jakarta Pusat,Malam,Hujan Lokal, 70 – 90,23 – 33
2018-11-28,Jakarta Utara,Malam,Hujan Lokal, 70 – 90,23 – 33
2018-11-28,Jakarta Timur,Dini Hari,Hujan Lokal, 70 – 90,23 – 33
2018-11-28,Jakarta Barat,Dini Hari,Hujan Lokal, 70 – 90,23 – 33
2018-11-28,Jakarta Selatan,Dini Hari,Hujan Lokal, 70 – 90,23 – 33
2018-11-28,Kepulauan Seribu,Dini Hari,Hujan Lokal, 70 – 90,23 – 33
2018-11-28,Jakarta Pusat,Dini Hari,Hujan Lokal, 70 – 90,23 – 33
2018-11-28,Jakarta Utara,Dini Hari,Hujan Lokal, 70 – 90,23 – 33
2018-11-29,Jakarta Timur,Pagi,Cerah Berawan, 70 – 95,24 – 33
2018-11-29,Jakarta Barat,Pagi,Cerah Berawan, 70 – 95,24 – 33
2018-11-29,Jakarta Selatan,Pagi,Cerah Berawan, 70 – 95,24 – 33
2018-11-29,Kepulauan Seribu,Pagi,Berawan, 70 – 95,24 – 33
2018-11-29,Jakarta Pusat,Pagi,Cerah Berawan, 70 – 95,24 – 33
2018-11-29,Jakarta Utara,Pagi,Cerah Berawan, 70 – 95,24 – 33
2018-11-29,Jakarta Timur,Siang,Hujan Lokal, 70 – 95,24 – 33
2018-11-29,Jakarta Barat,Siang,Hujan Lokal, 70 – 95,24 – 33
2018-11-29,Jakarta Selatan,Siang,Hujan Lokal, 70 – 95,24 – 33
2018-11-29,Kepulauan Seribu,Siang,Berawan, 70 – 95,24 – 33
2018-11-29,Jakarta Pusat,Siang,Berawan, 70 – 95,24 – 33
2018-11-29,Jakarta Utara,Siang,Berawan, 70 – 95,24 – 33
2018-11-29,Jakarta Timur,Malam,Hujan Lokal, 70 – 95,24 – 33
2018-11-29,Jakarta Barat,Malam,Hujan Lokal, 70 – 95,24 – 33
2018-11-29,Jakarta Selatan,Malam,Hujan Lokal, 70 – 95,24 – 33
2018-11-29,Kepulauan Seribu,Malam,Berawan, 70 – 95,24 – 33
2018-11-29,Jakarta Pusat,Malam,Hujan Lokal, 70 – 95,24 – 33
2018-11-29,Jakarta Utara,Malam,Berawan, 70 – 95,24 – 33
2018-11-29,Jakarta Timur,Dini Hari,Berawan, 70 – 95,24 – 33
2018-11-29,Jakarta Barat,Dini Hari,Berawan, 70 – 95,24 – 33
2018-11-29,Jakarta Selatan,Dini Hari,Berawan, 70 – 95,24 – 33
2018-11-29,Kepulauan Seribu,Dini Hari,Berawan, 70 – 95,24 – 33
2018-11-29,Jakarta Pusat,Dini Hari,Berawan, 70 – 95,24 – 33
2018-11-29,Jakarta Utara,Dini Hari,Berawan, 70 – 95,24 – 33
2018-11-30,Jakarta Timur,Pagi,Cerah Berawan, 70 – 100,24 – 33
2018-11-30,Jakarta Barat,Pagi,Cerah Berawan, 70 – 100,24 – 33
2018-11-30,Jakarta Selatan,Pagi,Cerah Berawan, 70 – 100,24 – 33
2018-11-30,Kepulauan Seribu,Pagi,Berawan, 70 – 100,24 – 33
2018-11-30,Jakarta Pusat,Pagi,Cerah Berawan, 70 – 100,24 – 33
2018-11-30,Jakarta Utara,Pagi,Berawan, 70 – 100,24 – 33
2018-11-30,Jakarta Timur,Siang,Hujan Lokal, 70 – 100,24 – 33
2018-11-30,Jakarta Barat,Siang,Hujan Lokal, 70 – 100,24 – 33
2018-11-30,Jakarta Selatan,Siang,Hujan Lokal, 70 – 100,24 – 33
2018-11-30,Kepulauan Seribu,Siang,Cerah Berawan, 70 – 100,24 – 33
2018-11-30,Jakarta Pusat,Siang,Berawan, 70 – 100,24 – 33
2018-11-30,Jakarta Utara,Siang,Berawan, 70 – 100,24 – 33
2018-11-30,Jakarta Timur,Malam,Hujan Lokal, 70 – 100,24 – 33
2018-11-30,Jakarta Barat,Malam,Hujan Ringan, 70 – 100,24 – 33
2018-11-30,Jakarta Selatan,Malam,Hujan Lokal, 70 – 100,24 – 33
2018-11-30,Kepulauan Seribu,Malam,Hujan Ringan, 70 – 100,24 – 33
2018-11-30,Jakarta Pusat,Malam,Hujan Lokal, 70 – 100,24 – 33
2018-11-30,Jakarta Utara,Malam,Hujan Ringan, 70 – 100,24 – 33
2018-11-30,Jakarta Timur,Dini Hari,Berawan, 70 – 100,24 – 33
2018-11-30,Jakarta Barat,Dini Hari,Hujan Ringan, 70 – 100,24 – 33
2018-11-30,Jakarta Selatan,Dini Hari,Berawan, 70 – 100,24 – 33
2018-11-30,Kepulauan Seribu,Dini Hari,Hujan Lokal, 70 – 100,24 – 33
2018-11-30,Jakarta Pusat,Dini Hari,Berawan, 70 – 100,24 – 33
2018-11-30,Jakarta Utara,Dini Hari,Hujan Ringan, 70 – 100,24 – 33
2018-11-31,Jakarta Timur,Pagi,Cerah Berawan, 75 – 95,23 – 33
2018-11-31,Jakarta Barat,Pagi,Cerah Berawan, 75 – 95,23 – 33
2018-11-31,Jakarta Selatan,Pagi,Cerah Berawan, 75 – 95,23 – 33
2018-11-31,Kepulauan Seribu,Pagi,Hujan Ringan, 75 – 95,23 – 33
2018-11-31,Jakarta Pusat,Pagi,Hujan Ringan, 75 – 95,23 – 33
2018-11-31,Jakarta Utara,Pagi,Hujan Ringan, 75 – 95,23 – 33
2018-11-31,Jakarta Timur,Siang,Hujan Ringan, 75 – 95,23 – 33
2018-11-31,Jakarta Barat,Siang,Berawan, 75 – 95,23 – 33
2018-11-31,Jakarta Selatan,Siang,Hujan Lokal, 75 – 95,23 – 33
2018-11-31,Kepulauan Seribu,Siang,Hujan Ringan, 75 – 95,23 – 33
2018-11-31,Jakarta Pusat,Siang,Hujan Ringan, 75 – 95,23 – 33
2018-11-31,Jakarta Utara,Siang,Hujan Ringan, 75 – 95,23 – 33
2018-11-31,Jakarta Timur,Malam,Hujan Ringan, 75 – 95,23 – 33
2018-11-31,Jakarta Barat,Malam,Hujan Ringan, 75 – 95,23 – 33
2018-11-31,Jakarta Selatan,Malam,Hujan Ringan, 75 – 95,23 – 33
2018-11-31,Kepulauan Seribu,Malam,Hujan Ringan, 75 – 95,23 – 33
2018-11-31,Jakarta Pusat,Malam,Hujan Ringan, 75 – 95,23 – 33
2018-11-31,Jakarta Utara,Malam,Hujan Ringan, 75 – 95,23 – 33
2018-11-31,Jakarta Timur,Dini Hari,Berawan, 75 – 95,23 – 33
2018-11-31,Jakarta Barat,Dini Hari,Berawan, 75 – 95,23 – 33
2018-11-31,Jakarta Selatan,Dini Hari,Berawan, 75 – 95,23 – 33
2018-11-31,Kepulauan Seribu,Dini Hari,Berawan, 75 – 95,23 – 33
2018-11-31,Jakarta Pusat,Dini Hari,Berawan, 75 – 95,23 – 33
2018-11-31,Jakarta Utara,Dini Hari,Berawan, 75 – 95,23 – 33
