tanggal,wilayah,waktu,cuaca,kelembaban_persen,suhu_derajat_celcius
2018-08-21,Jakarta Timur,Malam,Berawan, 55 – 85,24 – 32
2018-08-21,Jakarta Barat,Malam,Berawan, 55 – 85,24 – 32
2018-08-21,Jakarta Selatan,Malam,Berawan, 55 – 85,24 – 32
2018-08-21,Kepulauan Seribu,Malam,Berawan, 55 – 85,24 – 32
2018-08-21,Jakarta Pusat,Malam,Berawan, 55 – 85,24 – 32
2018-08-21,Jakarta Utara,Malam,Berawan, 55 – 85,24 – 32
2018-08-21,Jakarta Timur,Dini Hari,Berawan, 55 – 85,24 – 32
2018-08-21,Jakarta Barat,Dini Hari,Berawan, 55 – 85,24 – 32
2018-08-21,Jakarta Selatan,Dini Hari,Berawan, 55 – 85,24 – 32
2018-08-21,Kepulauan Seribu,Dini Hari,Berawan, 55 – 85,24 – 32
2018-08-21,Jakarta Pusat,Dini Hari,Berawan, 55 – 85,24 – 32
2018-08-21,Jakarta Utara,Dini Hari,Berawan, 55 – 85,24 – 32
2018-08-22,Jakarta Timur,Pagi,Cerah Berawan, 55 – 80,23 – 34
2018-08-22,Jakarta Barat,Pagi,Cerah Berawan, 55 – 80,23 – 34
2018-08-22,Jakarta Selatan,Pagi,Cerah Berawan, 55 – 80,23 – 34
2018-08-22,Kepulauan Seribu,Pagi,Cerah Berawan, 55 – 80,23 – 34
2018-08-22,Jakarta Pusat,Pagi,Cerah Berawan, 55 – 80,23 – 34
2018-08-22,Jakarta Utara,Pagi,Cerah Berawan, 55 – 80,23 – 34
2018-08-22,Jakarta Timur,Siang,Cerah Berawan, 55 – 80,23 – 34
2018-08-22,Jakarta Barat,Siang,Cerah Berawan, 55 – 80,23 – 34
2018-08-22,Jakarta Selatan,Siang,Cerah Berawan, 55 – 80,23 – 34
2018-08-22,Kepulauan Seribu,Siang,Cerah, 55 – 80,23 – 34
2018-08-22,Jakarta Pusat,Siang,Cerah Berawan, 55 – 80,23 – 34
2018-08-22,Jakarta Utara,Siang,Cerah Berawan, 55 – 80,23 – 34
2018-08-22,Jakarta Timur,Malam,Berawan, 55 – 80,23 – 34
2018-08-22,Jakarta Barat,Malam,Berawan, 55 – 80,23 – 34
2018-08-22,Jakarta Selatan,Malam,Berawan, 55 – 80,23 – 34
2018-08-22,Kepulauan Seribu,Malam,Berawan, 55 – 80,23 – 34
2018-08-22,Jakarta Pusat,Malam,Berawan, 55 – 80,23 – 34
2018-08-22,Jakarta Utara,Malam,Berawan, 55 – 80,23 – 34
2018-08-22,Jakarta Timur,Dini Hari,Berawan, 55 – 80,23 – 34
2018-08-22,Jakarta Barat,Dini Hari,Berawan, 55 – 80,23 – 34
2018-08-22,Jakarta Selatan,Dini Hari,Berawan, 55 – 80,23 – 34
2018-08-22,Kepulauan Seribu,Dini Hari,Berawan, 55 – 80,23 – 34
2018-08-22,Jakarta Pusat,Dini Hari,Berawan, 55 – 80,23 – 34
2018-08-22,Jakarta Utara,Dini Hari,Berawan, 55 – 80,23 – 34
2018-08-23,Jakarta Timur,Pagi,Berawan, 65 – 90,24 – 33
2018-08-23,Jakarta Barat,Pagi,Berawan, 65 – 90,24 – 33
2018-08-23,Jakarta Selatan,Pagi,Berawan, 65 – 90,24 – 33
2018-08-23,Kepulauan Seribu,Pagi,Berawan, 65 – 90,24 – 33
2018-08-23,Jakarta Pusat,Pagi,Berawan, 65 – 90,24 – 33
2018-08-23,Jakarta Utara,Pagi,Berawan, 65 – 90,24 – 33
2018-08-23,Jakarta Timur,Siang,Cerah Berawan, 65 – 90,24 – 33
2018-08-23,Jakarta Barat,Siang,Cerah Berawan, 65 – 90,24 – 33
2018-08-23,Jakarta Selatan,Siang,Berawan, 65 – 90,24 – 33
2018-08-23,Kepulauan Seribu,Siang,Cerah, 65 – 90,24 – 33
2018-08-23,Jakarta Pusat,Siang,Cerah Berawan, 65 – 90,24 – 33
2018-08-23,Jakarta Utara,Siang,Cerah Berawan, 65 – 90,24 – 33
2018-08-23,Jakarta Timur,Malam,Berawan, 65 – 90,24 – 33
2018-08-23,Jakarta Barat,Malam,Cerah Berawan, 65 – 90,24 – 33
2018-08-23,Jakarta Selatan,Malam,Hujan Lokal, 65 – 90,24 – 33
2018-08-23,Kepulauan Seribu,Malam,Cerah Berawan, 65 – 90,24 – 33
2018-08-23,Jakarta Pusat,Malam,Berawan, 65 – 90,24 – 33
2018-08-23,Jakarta Utara,Malam,Cerah Berawan, 65 – 90,24 – 33
2018-08-23,Jakarta Timur,Dini Hari,Berawan, 65 – 90,24 – 33
2018-08-23,Jakarta Barat,Dini Hari,Berawan, 65 – 90,24 – 33
2018-08-23,Jakarta Selatan,Dini Hari,Berawan, 65 – 90,24 – 33
2018-08-23,Kepulauan Seribu,Dini Hari,Berawan, 65 – 90,24 – 33
2018-08-23,Jakarta Pusat,Dini Hari,Berawan, 65 – 90,24 – 33
2018-08-23,Jakarta Utara,Dini Hari,Berawan, 65 – 90,24 – 33
2018-08-24,Jakarta Timur,Pagi,Cerah Berawan, 60 – 95,24 – 32
2018-08-24,Jakarta Barat,Pagi,Cerah Berawan, 60 – 95,24 – 32
2018-08-24,Jakarta Selatan,Pagi,Berawan, 60 – 95,24 – 32
2018-08-24,Kepulauan Seribu,Pagi,Berawan, 60 – 95,24 – 32
2018-08-24,Jakarta Pusat,Pagi,Cerah Berawan, 60 – 95,24 – 32
2018-08-24,Jakarta Utara,Pagi,Berawan, 60 – 95,24 – 32
2018-08-24,Jakarta Timur,Siang,Berawan, 60 – 95,24 – 32
2018-08-24,Jakarta Barat,Siang,Berawan, 60 – 95,24 – 32
2018-08-24,Jakarta Selatan,Siang,Hujan Lokal, 60 – 95,24 – 32
2018-08-24,Kepulauan Seribu,Siang,Cerah Berawan, 60 – 95,24 – 32
2018-08-24,Jakarta Pusat,Siang,Cerah Berawan, 60 – 95,24 – 32
2018-08-24,Jakarta Utara,Siang,Cerah Berawan, 60 – 95,24 – 32
2018-08-24,Jakarta Timur,Malam,Hujan Lokal, 60 – 95,24 – 32
2018-08-24,Jakarta Barat,Malam,Berawan, 60 – 95,24 – 32
2018-08-24,Jakarta Selatan,Malam,Hujan Lokal, 60 – 95,24 – 32
2018-08-24,Kepulauan Seribu,Malam,Berawan, 60 – 95,24 – 32
2018-08-24,Jakarta Pusat,Malam,Berawan, 60 – 95,24 – 32
2018-08-24,Jakarta Utara,Malam,Berawan, 60 – 95,24 – 32
2018-08-24,Jakarta Timur,Dini Hari,Cerah Berawan, 60 – 95,24 – 32
2018-08-24,Jakarta Barat,Dini Hari,Cerah Berawan, 60 – 95,24 – 32
2018-08-24,Jakarta Selatan,Dini Hari,Cerah Berawan, 60 – 95,24 – 32
2018-08-24,Kepulauan Seribu,Dini Hari,Cerah Berawan, 60 – 95,24 – 32
2018-08-24,Jakarta Pusat,Dini Hari,Cerah Berawan, 60 – 95,24 – 32
2018-08-24,Jakarta Utara,Dini Hari,Cerah Berawan, 60 – 95,24 – 32
2018-08-25,Jakarta Timur,Pagi,Cerah Berawan, 60 – 90,24 – 32
2018-08-25,Jakarta Barat,Pagi,Cerah Berawan, 60 – 90,24 – 32
2018-08-25,Jakarta Selatan,Pagi,Cerah Berawan, 60 – 90,24 – 32
2018-08-25,Kepulauan Seribu,Pagi,Cerah Berawan, 60 – 90,24 – 32
2018-08-25,Jakarta Pusat,Pagi,Cerah Berawan, 60 – 90,24 – 32
2018-08-25,Jakarta Utara,Pagi,Cerah Berawan, 60 – 90,24 – 32
2018-08-25,Jakarta Timur,Siang,Berawan, 60 – 90,24 – 32
2018-08-25,Jakarta Barat,Siang,Cerah Berawan, 60 – 90,24 – 32
2018-08-25,Jakarta Selatan,Siang,Berawan, 60 – 90,24 – 32
2018-08-25,Kepulauan Seribu,Siang,Cerah Berawan, 60 – 90,24 – 32
2018-08-25,Jakarta Pusat,Siang,Cerah Berawan, 60 – 90,24 – 32
2018-08-25,Jakarta Utara,Siang,Cerah Berawan, 60 – 90,24 – 32
2018-08-25,Jakarta Timur,Malam,Berawan, 60 – 90,24 – 32
2018-08-25,Jakarta Barat,Malam,Cerah Berawan, 60 – 90,24 – 32
2018-08-25,Jakarta Selatan,Malam,Berawan, 60 – 90,24 – 32
2018-08-25,Kepulauan Seribu,Malam,Cerah Berawan, 60 – 90,24 – 32
2018-08-25,Jakarta Pusat,Malam,Cerah Berawan, 60 – 90,24 – 32
2018-08-25,Jakarta Utara,Malam,Cerah Berawan, 60 – 90,24 – 32
2018-08-25,Jakarta Timur,Dini Hari,Cerah Berawan, 60 – 90,24 – 32
2018-08-25,Jakarta Barat,Dini Hari,Cerah Berawan, 60 – 90,24 – 32
2018-08-25,Jakarta Selatan,Dini Hari,Cerah Berawan, 60 – 90,24 – 32
2018-08-25,Kepulauan Seribu,Dini Hari,Berawan, 60 – 90,24 – 32
2018-08-25,Jakarta Pusat,Dini Hari,Cerah Berawan, 60 – 90,24 – 32
2018-08-25,Jakarta Utara,Dini Hari,Berawan, 60 – 90,24 – 32
2018-08-26,Jakarta Timur,Pagi,Cerah Berawan, 45 – 90,24 – 34
2018-08-26,Jakarta Barat,Pagi,Cerah Berawan, 45 – 90,24 – 34
2018-08-26,Jakarta Selatan,Pagi,Cerah Berawan, 45 – 90,24 – 34
2018-08-26,Kepulauan Seribu,Pagi,Cerah Berawan, 45 – 90,24 – 34
2018-08-26,Jakarta Pusat,Pagi,Cerah Berawan, 45 – 90,24 – 34
2018-08-26,Jakarta Utara,Pagi,Cerah Berawan, 45 – 90,24 – 34
2018-08-26,Jakarta Timur,Siang,Cerah Berawan, 45 – 90,24 – 34
2018-08-26,Jakarta Barat,Siang,Cerah Berawan, 45 – 90,24 – 34
2018-08-26,Jakarta Selatan,Siang,Berawan, 45 – 90,24 – 34
2018-08-26,Kepulauan Seribu,Siang,Cerah Berawan, 45 – 90,24 – 34
2018-08-26,Jakarta Pusat,Siang,Cerah Berawan, 45 – 90,24 – 34
2018-08-26,Jakarta Utara,Siang,Cerah Berawan, 45 – 90,24 – 34
2018-08-26,Jakarta Timur,Malam,Berawan, 45 – 90,24 – 34
2018-08-26,Jakarta Barat,Malam,Berawan, 45 – 90,24 – 34
2018-08-26,Jakarta Selatan,Malam,Berawan, 45 – 90,24 – 34
2018-08-26,Kepulauan Seribu,Malam,Berawan, 45 – 90,24 – 34
2018-08-26,Jakarta Pusat,Malam,Berawan, 45 – 90,24 – 34
2018-08-26,Jakarta Utara,Malam,Berawan, 45 – 90,24 – 34
2018-08-26,Jakarta Timur,Dini Hari,Cerah Berawan, 45 – 90,24 – 34
2018-08-26,Jakarta Barat,Dini Hari,Cerah Berawan, 45 – 90,24 – 34
2018-08-26,Jakarta Selatan,Dini Hari,Cerah Berawan, 45 – 90,24 – 34
2018-08-26,Kepulauan Seribu,Dini Hari,Cerah Berawan, 45 – 90,24 – 34
2018-08-26,Jakarta Pusat,Dini Hari,Cerah Berawan, 45 – 90,24 – 34
2018-08-26,Jakarta Utara,Dini Hari,Cerah Berawan, 45 – 90,24 – 34
2018-08-27,Jakarta Timur,Pagi,Cerah, 50 – 85,24 – 33
2018-08-27,Jakarta Barat,Pagi,Cerah, 50 – 85,24 – 33
2018-08-27,Jakarta Selatan,Pagi,Cerah, 50 – 85,24 – 33
2018-08-27,Kepulauan Seribu,Pagi,Cerah, 50 – 85,24 – 33
2018-08-27,Jakarta Pusat,Pagi,Cerah, 50 – 85,24 – 33
2018-08-27,Jakarta Utara,Pagi,Cerah, 50 – 85,24 – 33
2018-08-27,Jakarta Timur,Siang,Cerah Berawan, 50 – 85,24 – 33
2018-08-27,Jakarta Barat,Siang,Cerah, 50 – 85,24 – 33
2018-08-27,Jakarta Selatan,Siang,Cerah Berawan, 50 – 85,24 – 33
2018-08-27,Kepulauan Seribu,Siang,Cerah, 50 – 85,24 – 33
2018-08-27,Jakarta Pusat,Siang,Cerah, 50 – 85,24 – 33
2018-08-27,Jakarta Utara,Siang,Cerah, 50 – 85,24 – 33
2018-08-27,Jakarta Timur,Malam,Cerah Berawan, 50 – 85,24 – 33
2018-08-27,Jakarta Barat,Malam,Berawan, 50 – 85,24 – 33
2018-08-27,Jakarta Selatan,Malam,Cerah Berawan, 50 – 85,24 – 33
2018-08-27,Kepulauan Seribu,Malam,Cerah, 50 – 85,24 – 33
2018-08-27,Jakarta Pusat,Malam,Cerah Berawan, 50 – 85,24 – 33
2018-08-27,Jakarta Utara,Malam,Cerah Berawan, 50 – 85,24 – 33
2018-08-27,Jakarta Timur,Dini Hari,Cerah Berawan, 50 – 85,24 – 33
2018-08-27,Jakarta Barat,Dini Hari,Cerah Berawan, 50 – 85,24 – 33
2018-08-27,Jakarta Selatan,Dini Hari,Cerah Berawan, 50 – 85,24 – 33
2018-08-27,Kepulauan Seribu,Dini Hari,Cerah Berawan, 50 – 85,24 – 33
2018-08-27,Jakarta Pusat,Dini Hari,Berawan, 50 – 85,24 – 33
2018-08-27,Jakarta Utara,Dini Hari,Berawan, 50 – 85,24 – 33
2018-08-28,Jakarta Timur,Pagi,Cerah Berawan, 65 – 85,25 – 34
2018-08-28,Jakarta Barat,Pagi,Cerah Berawan, 65 – 85,25 – 34
2018-08-28,Jakarta Selatan,Pagi,Cerah Berawan, 65 – 85,25 – 34
2018-08-28,Kepulauan Seribu,Pagi,Berawan, 65 – 85,25 – 34
2018-08-28,Jakarta Pusat,Pagi,Cerah Berawan, 65 – 85,25 – 34
2018-08-28,Jakarta Utara,Pagi,Cerah Berawan, 65 – 85,25 – 34
2018-08-28,Jakarta Timur,Siang,Berawan, 65 – 85,25 – 34
2018-08-28,Jakarta Barat,Siang,Cerah Berawan, 65 – 85,25 – 34
2018-08-28,Jakarta Selatan,Siang,Berawan, 65 – 85,25 – 34
2018-08-28,Kepulauan Seribu,Siang,Cerah, 65 – 85,25 – 34
2018-08-28,Jakarta Pusat,Siang,Cerah Berawan, 65 – 85,25 – 34
2018-08-28,Jakarta Utara,Siang,Cerah Berawan, 65 – 85,25 – 34
2018-08-28,Jakarta Timur,Malam,Cerah Berawan, 65 – 85,25 – 34
2018-08-28,Jakarta Barat,Malam,Berawan, 65 – 85,25 – 34
2018-08-28,Jakarta Selatan,Malam,Cerah Berawan, 65 – 85,25 – 34
2018-08-28,Kepulauan Seribu,Malam,Berawan, 65 – 85,25 – 34
2018-08-28,Jakarta Pusat,Malam,Berawan, 65 – 85,25 – 34
2018-08-28,Jakarta Utara,Malam,Berawan, 65 – 85,25 – 34
2018-08-28,Jakarta Timur,Dini Hari,Cerah Berawan, 65 – 85,25 – 34
2018-08-28,Jakarta Barat,Dini Hari,Cerah Berawan, 65 – 85,25 – 34
2018-08-28,Jakarta Selatan,Dini Hari,Cerah Berawan, 65 – 85,25 – 34
2018-08-28,Kepulauan Seribu,Dini Hari,Cerah Berawan, 65 – 85,25 – 34
2018-08-28,Jakarta Pusat,Dini Hari,Cerah Berawan, 65 – 85,25 – 34
2018-08-28,Jakarta Utara,Dini Hari,Cerah Berawan, 65 – 85,25 – 34
2018-08-29,Jakarta Timur,Pagi,Berawan, 50 – 90,24 – 33
2018-08-29,Jakarta Barat,Pagi,Berawan, 50 – 90,24 – 33
2018-08-29,Jakarta Selatan,Pagi,Berawan, 50 – 90,24 – 33
2018-08-29,Kepulauan Seribu,Pagi,Berawan, 50 – 90,24 – 33
2018-08-29,Jakarta Pusat,Pagi,Berawan, 50 – 90,24 – 33
2018-08-29,Jakarta Utara,Pagi,Berawan, 50 – 90,24 – 33
2018-08-29,Jakarta Timur,Siang,Berawan, 50 – 90,24 – 33
2018-08-29,Jakarta Barat,Siang,Berawan, 50 – 90,24 – 33
2018-08-29,Jakarta Selatan,Siang,Berawan, 50 – 90,24 – 33
2018-08-29,Kepulauan Seribu,Siang,Cerah Berawan, 50 – 90,24 – 33
2018-08-29,Jakarta Pusat,Siang,Cerah Berawan, 50 – 90,24 – 33
2018-08-29,Jakarta Utara,Siang,Cerah Berawan, 50 – 90,24 – 33
2018-08-29,Jakarta Timur,Malam,Berawan, 50 – 90,24 – 33
2018-08-29,Jakarta Barat,Malam,Berawan, 50 – 90,24 – 33
2018-08-29,Jakarta Selatan,Malam,Berawan, 50 – 90,24 – 33
2018-08-29,Kepulauan Seribu,Malam,Cerah Berawan, 50 – 90,24 – 33
2018-08-29,Jakarta Pusat,Malam,Berawan, 50 – 90,24 – 33
2018-08-29,Jakarta Utara,Malam,Cerah Berawan, 50 – 90,24 – 33
2018-08-29,Jakarta Timur,Dini Hari,Cerah Berawan, 50 – 90,24 – 33
2018-08-29,Jakarta Barat,Dini Hari,Cerah Berawan, 50 – 90,24 – 33
2018-08-29,Jakarta Selatan,Dini Hari,Cerah Berawan, 50 – 90,24 – 33
2018-08-29,Kepulauan Seribu,Dini Hari,Berawan, 50 – 90,24 – 33
2018-08-29,Jakarta Pusat,Dini Hari,Cerah Berawan, 50 – 90,24 – 33
2018-08-29,Jakarta Utara,Dini Hari,Cerah Berawan, 50 – 90,24 – 33
2018-08-30,Jakarta Timur,Pagi,Cerah Berawan, 45 – 90,24 – 34
2018-08-30,Jakarta Barat,Pagi,Cerah Berawan, 45 – 90,24 – 34
2018-08-30,Jakarta Selatan,Pagi,Cerah Berawan, 45 – 90,24 – 34
2018-08-30,Kepulauan Seribu,Pagi,Cerah Berawan, 45 – 90,24 – 34
2018-08-30,Jakarta Pusat,Pagi,Cerah Berawan, 45 – 90,24 – 34
2018-08-30,Jakarta Utara,Pagi,Cerah Berawan, 45 – 90,24 – 34
2018-08-30,Jakarta Timur,Siang,Cerah Berawan, 45 – 90,24 – 34
2018-08-30,Jakarta Barat,Siang,Cerah Berawan, 45 – 90,24 – 34
2018-08-30,Jakarta Selatan,Siang,Cerah Berawan, 45 – 90,24 – 34
2018-08-30,Kepulauan Seribu,Siang,Cerah Berawan, 45 – 90,24 – 34
2018-08-30,Jakarta Pusat,Siang,Cerah Berawan, 45 – 90,24 – 34
2018-08-30,Jakarta Utara,Siang,Cerah Berawan, 45 – 90,24 – 34
2018-08-30,Jakarta Timur,Malam,Cerah Berawan, 45 – 90,24 – 34
2018-08-30,Jakarta Barat,Malam,Berawan, 45 – 90,24 – 34
2018-08-30,Jakarta Selatan,Malam,Cerah Berawan, 45 – 90,24 – 34
2018-08-30,Kepulauan Seribu,Malam,Cerah Berawan, 45 – 90,24 – 34
2018-08-30,Jakarta Pusat,Malam,Cerah Berawan, 45 – 90,24 – 34
2018-08-30,Jakarta Utara,Malam,Cerah Berawan, 45 – 90,24 – 34
2018-08-30,Jakarta Timur,Dini Hari,Cerah Berawan, 45 – 90,24 – 34
2018-08-30,Jakarta Barat,Dini Hari,Cerah Berawan, 45 – 90,24 – 34
2018-08-30,Jakarta Selatan,Dini Hari,Cerah Berawan, 45 – 90,24 – 34
2018-08-30,Kepulauan Seribu,Dini Hari,Cerah Berawan, 45 – 90,24 – 34
2018-08-30,Jakarta Pusat,Dini Hari,Cerah Berawan, 45 – 90,24 – 34
2018-08-30,Jakarta Utara,Dini Hari,Cerah Berawan, 45 – 90,24 – 34
2018-08-31,Jakarta Timur,Pagi,Cerah Berawan, 50 – 90,24 – 33
2018-08-31,Jakarta Barat,Pagi,Cerah Berawan, 50 – 90,24 – 33
2018-08-31,Jakarta Selatan,Pagi,Cerah Berawan, 50 – 90,24 – 33
2018-08-31,Kepulauan Seribu,Pagi,Cerah Berawan, 50 – 90,24 – 33
2018-08-31,Jakarta Pusat,Pagi,Cerah Berawan, 50 – 90,24 – 33
2018-08-31,Jakarta Utara,Pagi,Cerah Berawan, 50 – 90,24 – 33
2018-08-31,Jakarta Timur,Siang,Cerah Berawan, 50 – 90,24 – 33
2018-08-31,Jakarta Barat,Siang,Cerah Berawan, 50 – 90,24 – 33
2018-08-31,Jakarta Selatan,Siang,Cerah Berawan, 50 – 90,24 – 33
2018-08-31,Kepulauan Seribu,Siang,Cerah, 50 – 90,24 – 33
2018-08-31,Jakarta Pusat,Siang,Cerah, 50 – 90,24 – 33
2018-08-31,Jakarta Utara,Siang,Cerah, 50 – 90,24 – 33
2018-08-31,Jakarta Timur,Malam,Cerah Berawan, 50 – 90,24 – 33
2018-08-31,Jakarta Barat,Malam,Cerah Berawan, 50 – 90,24 – 33
2018-08-31,Jakarta Selatan,Malam,Cerah Berawan, 50 – 90,24 – 33
2018-08-31,Kepulauan Seribu,Malam,Cerah Berawan, 50 – 90,24 – 33
2018-08-31,Jakarta Pusat,Malam,Cerah Berawan, 50 – 90,24 – 33
2018-08-31,Jakarta Utara,Malam,Cerah Berawan, 50 – 90,24 – 33
2018-08-31,Jakarta Timur,Dini Hari,Berawan, 50 – 90,24 – 33
2018-08-31,Jakarta Barat,Dini Hari,Berawan, 50 – 90,24 – 33
2018-08-31,Jakarta Selatan,Dini Hari,Berawan, 50 – 90,24 – 33
2018-08-31,Kepulauan Seribu,Dini Hari,Berawan, 50 – 90,24 – 33
2018-08-31,Jakarta Pusat,Dini Hari,Berawan, 50 – 90,24 – 33
2018-08-31,Jakarta Utara,Dini Hari,Berawan, 50 – 90,24 – 33
